headline_id,headline_raw,headline_clean,label,domain,source
SHFN2506,Kungiyar mata ta gudanar da taron tattauna ilimin yara a Gombe a cikin wannan wata domin kara wayar da kai,kungiyar mata ta gudanar da taron tattauna ilimin yara a gombe a cikin wannan wata domin kara wayar da kai,Real,Religion,sahara
SHFN2507,Kwamitin zaman lafiya ta shirya taron hadin kan al'umma a Azare a farkon watan Janairu domin taimaka wa jama'a,kwamitin zaman lafiya ta shirya taron hadin kan al umma a azare a farkon watan janairu domin taimaka wa jama a,Real,Religion,sahara
SHFN2508,Kungiyar malamai ta fara taron hadin kan al'umma a Borno a wannan mako domin saukaka wa al'umma,kungiyar malamai ta fara taron hadin kan al umma a borno a wannan mako domin saukaka wa al umma,Real,Religion,sahara
SHFN2509,Kungiyar matasa ta gudanar da karatun wayar da kai ga matasa a Kebbi a wannan kakar bayan kammala shirye shirye,kungiyar matasa ta gudanar da karatun wayar da kai ga matasa a kebbi a wannan kakar bayan kammala shirye shirye,Real,Religion,sahara
SHFN2510,Kwamitin zaman lafiya ta shirya taron tattauna ilimin yara a Kaduna a ranar Litinin bayan kammala shirye shirye,kwamitin zaman lafiya ta shirya taron tattauna ilimin yara a kaduna a ranar litinin bayan kammala shirye shirye,Real,Religion,sahara
SHFN2511,Kwamitin zaman lafiya ta fara karatun wayar da kai ga matasa a Borno a ranar Juma'a domin saukaka wa al'umma,kwamitin zaman lafiya ta fara karatun wayar da kai ga matasa a borno a ranar juma a domin saukaka wa al umma,Real,Religion,sahara
SHFN2512,Kungiyar masu wa'azi ta sanar da taron tattauna ilimin yara a Abuja a wannan mako bayan zaman tuntuba,kungiyar masu wa azi ta sanar da taron tattauna ilimin yara a abuja a wannan mako bayan zaman tuntuba,Real,Religion,sahara
SHFN2513,Kwamitin zaman lafiya ta shirya taron hadin kan al'umma a Borno a ranar Litinin domin inganta ayyuka,kwamitin zaman lafiya ta shirya taron hadin kan al umma a borno a ranar litinin domin inganta ayyuka,Real,Religion,sahara
SHFN2514,Kungiyar mata ta gudanar da taron hadin kan al'umma a Kebbi a ranar Litinin bayan zaman tuntuba,kungiyar mata ta gudanar da taron hadin kan al umma a kebbi a ranar litinin bayan zaman tuntuba,Real,Religion,sahara
SHFN2515,Kungiyar matasa ta shirya gangamin tsaftar muhalli a Sokoto a cikin wannan wata domin taimaka wa jama'a,kungiyar matasa ta shirya gangamin tsaftar muhalli a sokoto a cikin wannan wata domin taimaka wa jama a,Real,Religion,sahara
SHFN2516,Kungiyar masu wa'azi ta fara taron hadin kan al'umma a Sokoto bayan taron shekara shekara domin inganta ayyuka,kungiyar masu wa azi ta fara taron hadin kan al umma a sokoto bayan taron shekara shekara domin inganta ayyuka,Real,Religion,sahara
SHFN2517,Kungiyar mata ta fara taron tattauna zaman lafiya a Yobe a farkon watan Janairu domin inganta ayyuka,kungiyar mata ta fara taron tattauna zaman lafiya a yobe a farkon watan janairu domin inganta ayyuka,Real,Religion,sahara
SHFN2518,Majalisar addini ta gudanar da taron tattauna zaman lafiya a Bauchi a wannan mako domin kara wayar da kai,majalisar addini ta gudanar da taron tattauna zaman lafiya a bauchi a wannan mako domin kara wayar da kai,Real,Religion,sahara
SHFN2519,Kungiyar matasa ta fara taron hadin kan al'umma a Adamawa a ranar Juma'a bayan kammala shirye shirye,kungiyar matasa ta fara taron hadin kan al umma a adamawa a ranar juma a bayan kammala shirye shirye,Real,Religion,sahara
SHFN2520,Majalisar addini ta gudanar da karatun wayar da kai ga matasa a Kebbi bayan hutun karshen shekara domin kara wayar da kai,majalisar addini ta gudanar da karatun wayar da kai ga matasa a kebbi bayan hutun karshen shekara domin kara wayar da kai,Real,Religion,sahara
SHFN2521,Kwamitin zaman lafiya ta fara taron hadin kan al'umma a Gombe a cikin wannan wata domin kara wayar da kai,kwamitin zaman lafiya ta fara taron hadin kan al umma a gombe a cikin wannan wata domin kara wayar da kai,Real,Religion,sahara
SHFN2522,Kungiyar malamai ta gudanar da shirin taimakon mabukata a Katsina gabanin damina bayan tattaunawa da masu ruwa da tsaki,kungiyar malamai ta gudanar da shirin taimakon mabukata a katsina gabanin damina bayan tattaunawa da masu ruwa da tsaki,Real,Religion,sahara
SHFN2523,Kungiyar masu wa'azi ta shirya taron tattauna ilimin yara a Borno bayan taron shekara shekara domin kara wayar da kai,kungiyar masu wa azi ta shirya taron tattauna ilimin yara a borno bayan taron shekara shekara domin kara wayar da kai,Real,Religion,sahara
SHFN2524,Kungiyar mata ta gudanar da shirin taimakon mabukata a Kano a karshen mako bayan zaman tuntuba,kungiyar mata ta gudanar da shirin taimakon mabukata a kano a karshen mako bayan zaman tuntuba,Real,Religion,sahara
SHFN2525,Kungiyar malamai ta sanar da taron tattauna ilimin yara a Minna a farkon watan Janairu domin taimaka wa jama'a,kungiyar malamai ta sanar da taron tattauna ilimin yara a minna a farkon watan janairu domin taimaka wa jama a,Real,Religion,sahara
SHFN2526,Kungiyar matasa ta sanar da taron tattauna ilimin yara a Jigawa a wannan mako a matsayin wani bangare na sabon shiri,kungiyar matasa ta sanar da taron tattauna ilimin yara a jigawa a wannan mako a matsayin wani bangare na sabon shiri,Real,Religion,sahara
SHFN2527,Kungiyar matasa ta shirya gangamin tsaftar muhalli a Gombe bayan hutun karshen shekara a matsayin wani bangare na sabon shiri,kungiyar matasa ta shirya gangamin tsaftar muhalli a gombe bayan hutun karshen shekara a matsayin wani bangare na sabon shiri,Real,Religion,sahara
SHFN2528,Kungiyar mata ta sanar da karatun wayar da kai ga matasa a Gombe bayan taron shekara shekara bayan tattaunawa da masu ruwa da tsaki,kungiyar mata ta sanar da karatun wayar da kai ga matasa a gombe bayan taron shekara shekara bayan tattaunawa da masu ruwa da tsaki,Real,Religion,sahara
SHFN2529,Majalisar addini ta sanar da karatun wayar da kai ga matasa a Kano gabanin damina domin kara wayar da kai,majalisar addini ta sanar da karatun wayar da kai ga matasa a kano gabanin damina domin kara wayar da kai,Real,Religion,sahara
SHFN2530,Kungiyar malamai ta fara shirin taimakon mabukata a Kano nan da kwanaki kadan domin taimaka wa jama'a,kungiyar malamai ta fara shirin taimakon mabukata a kano nan da kwanaki kadan domin taimaka wa jama a,Real,Religion,sahara
SHFN2531,Kungiyar mata ta gudanar da gangamin tsaftar muhalli a Zamfara nan da kwanaki kadan domin saukaka wa al'umma,kungiyar mata ta gudanar da gangamin tsaftar muhalli a zamfara nan da kwanaki kadan domin saukaka wa al umma,Real,Religion,sahara
SHFN2532,Kungiyar mata ta fara taron tattauna ilimin yara a Nasarawa a ranar Litinin domin taimaka wa jama'a,kungiyar mata ta fara taron tattauna ilimin yara a nasarawa a ranar litinin domin taimaka wa jama a,Real,Religion,sahara
SHFN2533,Kungiyar matasa ta sanar da taron tattauna zaman lafiya a Jigawa a farkon watan Janairu domin kara wayar da kai,kungiyar matasa ta sanar da taron tattauna zaman lafiya a jigawa a farkon watan janairu domin kara wayar da kai,Real,Religion,sahara
SHFN2534,Kungiyar malamai ta shirya taron hadin kan al'umma a Borno a ranar Litinin bayan tattaunawa da masu ruwa da tsaki,kungiyar malamai ta shirya taron hadin kan al umma a borno a ranar litinin bayan tattaunawa da masu ruwa da tsaki,Real,Religion,sahara
SHFN2535,Kungiyar mata ta shirya taron tattauna zaman lafiya a Zaria a ranar Litinin bayan tattaunawa da masu ruwa da tsaki,kungiyar mata ta shirya taron tattauna zaman lafiya a zaria a ranar litinin bayan tattaunawa da masu ruwa da tsaki,Real,Religion,sahara
SHFN2536,Majalisar addini ta shirya gangamin tsaftar muhalli a Gusau bayan hutun karshen shekara domin inganta ayyuka,majalisar addini ta shirya gangamin tsaftar muhalli a gusau bayan hutun karshen shekara domin inganta ayyuka,Real,Religion,sahara
SHFN2537,Kwamitin zaman lafiya ta sanar da taron hadin kan al'umma a Adamawa a wannan mako bayan tattaunawa da masu ruwa da tsaki,kwamitin zaman lafiya ta sanar da taron hadin kan al umma a adamawa a wannan mako bayan tattaunawa da masu ruwa da tsaki,Real,Religion,sahara
SHFN2538,Kungiyar malamai ta shirya taron tattauna ilimin yara a Gombe bayan taron shekara shekara domin taimaka wa jama'a,kungiyar malamai ta shirya taron tattauna ilimin yara a gombe bayan taron shekara shekara domin taimaka wa jama a,Real,Religion,sahara
SHFN2539,Kwamitin zaman lafiya ta sanar da gangamin tsaftar muhalli a Yobe a ranar Juma'a domin taimaka wa jama'a,kwamitin zaman lafiya ta sanar da gangamin tsaftar muhalli a yobe a ranar juma a domin taimaka wa jama a,Real,Religion,sahara
SHFN2540,Kungiyar malamai ta shirya taron tattauna zaman lafiya a Daura a wannan kakar bayan kammala shirye shirye,kungiyar malamai ta shirya taron tattauna zaman lafiya a daura a wannan kakar bayan kammala shirye shirye,Real,Religion,sahara
SHFN2541,Kungiyar matasa ta gudanar da taron hadin kan al'umma a Bauchi gabanin damina domin taimaka wa jama'a,kungiyar matasa ta gudanar da taron hadin kan al umma a bauchi gabanin damina domin taimaka wa jama a,Real,Religion,sahara
SHFN2542,Kungiyar matasa ta shirya taron tattauna zaman lafiya a Zamfara bayan taron shekara shekara domin saukaka wa al'umma,kungiyar matasa ta shirya taron tattauna zaman lafiya a zamfara bayan taron shekara shekara domin saukaka wa al umma,Real,Religion,sahara
SHFN2543,Kungiyar matasa ta fara shirin taimakon mabukata a Gombe bayan hutun karshen shekara bayan tattaunawa da masu ruwa da tsaki,kungiyar matasa ta fara shirin taimakon mabukata a gombe bayan hutun karshen shekara bayan tattaunawa da masu ruwa da tsaki,Real,Religion,sahara
SHFN2544,Kungiyar masu wa'azi ta gudanar da shirin taimakon mabukata a Gombe a farkon watan Janairu domin saukaka wa al'umma,kungiyar masu wa azi ta gudanar da shirin taimakon mabukata a gombe a farkon watan janairu domin saukaka wa al umma,Real,Religion,sahara
SHFN2545,Kungiyar masu wa'azi ta fara gangamin tsaftar muhalli a Minna gabanin damina bayan zaman tuntuba,kungiyar masu wa azi ta fara gangamin tsaftar muhalli a minna gabanin damina bayan zaman tuntuba,Real,Religion,sahara
SHFN2546,Kungiyar matasa ta gudanar da karatun wayar da kai ga matasa a Kaduna a ranar Litinin bayan zaman tuntuba,kungiyar matasa ta gudanar da karatun wayar da kai ga matasa a kaduna a ranar litinin bayan zaman tuntuba,Real,Religion,sahara
SHFN2547,Majalisar addini ta sanar da taron tattauna ilimin yara a Adamawa a wannan mako bayan kammala shirye shirye,majalisar addini ta sanar da taron tattauna ilimin yara a adamawa a wannan mako bayan kammala shirye shirye,Real,Religion,sahara
SHFN2548,Kwamitin zaman lafiya ta shirya karatun wayar da kai ga matasa a Azare gabanin damina a matsayin wani bangare na sabon shiri,kwamitin zaman lafiya ta shirya karatun wayar da kai ga matasa a azare gabanin damina a matsayin wani bangare na sabon shiri,Real,Religion,sahara
SHFN2549,Kungiyar mata ta shirya gangamin tsaftar muhalli a Minna a wannan kakar domin kara wayar da kai,kungiyar mata ta shirya gangamin tsaftar muhalli a minna a wannan kakar domin kara wayar da kai,Real,Religion,sahara
SHFN2550,Kungiyar malamai ta gudanar da taron hadin kan al'umma a Adamawa a cikin wannan wata domin inganta ayyuka,kungiyar malamai ta gudanar da taron hadin kan al umma a adamawa a cikin wannan wata domin inganta ayyuka,Real,Religion,sahara
SHFN2551,Kungiyar malamai ta fara taron hadin kan al'umma a Minna nan da kwanaki kadan bayan kammala shirye shirye,kungiyar malamai ta fara taron hadin kan al umma a minna nan da kwanaki kadan bayan kammala shirye shirye,Real,Religion,sahara
SHFN2552,Majalisar addini ta fara taron tattauna zaman lafiya a Gusau gabanin damina bayan zaman tuntuba,majalisar addini ta fara taron tattauna zaman lafiya a gusau gabanin damina bayan zaman tuntuba,Real,Religion,sahara
SHFN2553,Kungiyar masu wa'azi ta gudanar da taron tattauna zaman lafiya a Yobe a makon farko na shekara bayan zaman tuntuba,kungiyar masu wa azi ta gudanar da taron tattauna zaman lafiya a yobe a makon farko na shekara bayan zaman tuntuba,Real,Religion,sahara
SHFN2554,Kwamitin zaman lafiya ta sanar da taron tattauna zaman lafiya a Minna a ranar Litinin domin kara wayar da kai,kwamitin zaman lafiya ta sanar da taron tattauna zaman lafiya a minna a ranar litinin domin kara wayar da kai,Real,Religion,sahara
SHFN2555,Kwamitin zaman lafiya ta sanar da taron tattauna ilimin yara a Kano a cikin wannan wata bayan zaman tuntuba,kwamitin zaman lafiya ta sanar da taron tattauna ilimin yara a kano a cikin wannan wata bayan zaman tuntuba,Real,Religion,sahara
SHFN2556,Kungiyar masu wa'azi ta shirya gangamin tsaftar muhalli a Kano bayan taron shekara shekara domin inganta ayyuka,kungiyar masu wa azi ta shirya gangamin tsaftar muhalli a kano bayan taron shekara shekara domin inganta ayyuka,Real,Religion,sahara
SHFN2557,Kwamitin zaman lafiya ta shirya gangamin tsaftar muhalli a Hadejia a ranar Juma'a domin taimaka wa jama'a,kwamitin zaman lafiya ta shirya gangamin tsaftar muhalli a hadejia a ranar juma a domin taimaka wa jama a,Real,Religion,sahara
SHFN2558,Kungiyar masu wa'azi ta shirya gangamin tsaftar muhalli a Sokoto a farkon watan Janairu domin saukaka wa al'umma,kungiyar masu wa azi ta shirya gangamin tsaftar muhalli a sokoto a farkon watan janairu domin saukaka wa al umma,Real,Religion,sahara
SHFN2559,Kwamitin zaman lafiya ta sanar da gangamin tsaftar muhalli a Kaduna nan da kwanaki kadan bayan zaman tuntuba,kwamitin zaman lafiya ta sanar da gangamin tsaftar muhalli a kaduna nan da kwanaki kadan bayan zaman tuntuba,Real,Religion,sahara
SHFN2560,Kwamitin zaman lafiya ta gudanar da taron hadin kan al'umma a Daura a wannan mako domin taimaka wa jama'a,kwamitin zaman lafiya ta gudanar da taron hadin kan al umma a daura a wannan mako domin taimaka wa jama a,Real,Religion,sahara
SHFN2561,Kungiyar malamai ta gudanar da gangamin tsaftar muhalli a Abuja a makon farko na shekara domin inganta ayyuka,kungiyar malamai ta gudanar da gangamin tsaftar muhalli a abuja a makon farko na shekara domin inganta ayyuka,Real,Religion,sahara
SHFN2562,Kwamitin zaman lafiya ta shirya taron tattauna ilimin yara a Kaduna a wannan kakar domin kara wayar da kai,kwamitin zaman lafiya ta shirya taron tattauna ilimin yara a kaduna a wannan kakar domin kara wayar da kai,Real,Religion,sahara
SHFN2563,Kungiyar mata ta fara shirin taimakon mabukata a Zaria a wannan mako a matsayin wani bangare na sabon shiri,kungiyar mata ta fara shirin taimakon mabukata a zaria a wannan mako a matsayin wani bangare na sabon shiri,Real,Religion,sahara
SHFN2564,Kwamitin zaman lafiya ta shirya gangamin tsaftar muhalli a Abuja a wannan mako domin inganta ayyuka,kwamitin zaman lafiya ta shirya gangamin tsaftar muhalli a abuja a wannan mako domin inganta ayyuka,Real,Religion,sahara
SHFN2565,Kungiyar masu wa'azi ta fara shirin taimakon mabukata a Kaduna a cikin wannan wata domin inganta ayyuka,kungiyar masu wa azi ta fara shirin taimakon mabukata a kaduna a cikin wannan wata domin inganta ayyuka,Real,Religion,sahara
SHFN2566,Kungiyar malamai ta gudanar da taron tattauna zaman lafiya a Jigawa bayan taron shekara shekara bayan kammala shirye shirye,kungiyar malamai ta gudanar da taron tattauna zaman lafiya a jigawa bayan taron shekara shekara bayan kammala shirye shirye,Real,Religion,sahara
SHFN2567,Kungiyar masu wa'azi ta fara karatun wayar da kai ga matasa a Kebbi a cikin wannan wata domin taimaka wa jama'a,kungiyar masu wa azi ta fara karatun wayar da kai ga matasa a kebbi a cikin wannan wata domin taimaka wa jama a,Real,Religion,sahara
SHFN2568,Kwamitin zaman lafiya ta gudanar da gangamin tsaftar muhalli a Adamawa a ranar Juma'a domin saukaka wa al'umma,kwamitin zaman lafiya ta gudanar da gangamin tsaftar muhalli a adamawa a ranar juma a domin saukaka wa al umma,Real,Religion,sahara
SHFN2569,Kwamitin zaman lafiya ta fara karatun wayar da kai ga matasa a Nasarawa a ranar Litinin domin inganta ayyuka,kwamitin zaman lafiya ta fara karatun wayar da kai ga matasa a nasarawa a ranar litinin domin inganta ayyuka,Real,Religion,sahara
SHFN2570,Kungiyar masu wa'azi ta gudanar da gangamin tsaftar muhalli a Minna a ranar Litinin bayan tattaunawa da masu ruwa da tsaki,kungiyar masu wa azi ta gudanar da gangamin tsaftar muhalli a minna a ranar litinin bayan tattaunawa da masu ruwa da tsaki,Real,Religion,sahara
SHFN2571,Kwamitin zaman lafiya ta shirya taron tattauna ilimin yara a Zaria gabanin damina domin kara wayar da kai,kwamitin zaman lafiya ta shirya taron tattauna ilimin yara a zaria gabanin damina domin kara wayar da kai,Real,Religion,sahara
SHFN2572,Kungiyar masu wa'azi ta gudanar da karatun wayar da kai ga matasa a Kebbi bayan taron shekara shekara bayan tattaunawa da masu ruwa da tsaki,kungiyar masu wa azi ta gudanar da karatun wayar da kai ga matasa a kebbi bayan taron shekara shekara bayan tattaunawa da masu ruwa da tsaki,Real,Religion,sahara
SHFN2573,Kwamitin zaman lafiya ta gudanar da karatun wayar da kai ga matasa a Adamawa a wannan kakar bayan tattaunawa da masu ruwa da tsaki,kwamitin zaman lafiya ta gudanar da karatun wayar da kai ga matasa a adamawa a wannan kakar bayan tattaunawa da masu ruwa da tsaki,Real,Religion,sahara
SHFN2574,Kungiyar masu wa'azi ta gudanar da karatun wayar da kai ga matasa a Abuja a wannan kakar bayan tattaunawa da masu ruwa da tsaki,kungiyar masu wa azi ta gudanar da karatun wayar da kai ga matasa a abuja a wannan kakar bayan tattaunawa da masu ruwa da tsaki,Real,Religion,sahara
SHFN2575,Kungiyar masu wa'azi ta gudanar da taron tattauna zaman lafiya a Zamfara gabanin damina domin taimaka wa jama'a,kungiyar masu wa azi ta gudanar da taron tattauna zaman lafiya a zamfara gabanin damina domin taimaka wa jama a,Real,Religion,sahara
SHFN2576,Kwamitin zaman lafiya ta gudanar da shirin taimakon mabukata a Zamfara gabanin damina domin saukaka wa al'umma,kwamitin zaman lafiya ta gudanar da shirin taimakon mabukata a zamfara gabanin damina domin saukaka wa al umma,Real,Religion,freedom radio
SHFN2577,Kungiyar mata ta shirya shirin taimakon mabukata a Hadejia a wannan kakar domin kara wayar da kai,kungiyar mata ta shirya shirin taimakon mabukata a hadejia a wannan kakar domin kara wayar da kai,Real,Religion,freedom radio
SHFN2578,Majalisar addini ta gudanar da taron tattauna ilimin yara a Minna a ranar Juma'a a matsayin wani bangare na sabon shiri,majalisar addini ta gudanar da taron tattauna ilimin yara a minna a ranar juma a a matsayin wani bangare na sabon shiri,Real,Religion,freedom radio
SHFN2579,Kungiyar mata ta fara taron tattauna zaman lafiya a Abuja a ranar Juma'a a matsayin wani bangare na sabon shiri,kungiyar mata ta fara taron tattauna zaman lafiya a abuja a ranar juma a a matsayin wani bangare na sabon shiri,Real,Religion,freedom radio
SHFN2580,Kungiyar masu wa'azi ta gudanar da taron hadin kan al'umma a Sokoto a wannan kakar bayan kammala shirye shirye,kungiyar masu wa azi ta gudanar da taron hadin kan al umma a sokoto a wannan kakar bayan kammala shirye shirye,Real,Religion,freedom radio
SHFN2581,Kwamitin zaman lafiya ta fara shirin taimakon mabukata a Zaria a wannan kakar a matsayin wani bangare na sabon shiri,kwamitin zaman lafiya ta fara shirin taimakon mabukata a zaria a wannan kakar a matsayin wani bangare na sabon shiri,Real,Religion,freedom radio
SHFN2582,Kungiyar mata ta gudanar da taron tattauna zaman lafiya a Zaria a cikin wannan wata bayan tattaunawa da masu ruwa da tsaki,kungiyar mata ta gudanar da taron tattauna zaman lafiya a zaria a cikin wannan wata bayan tattaunawa da masu ruwa da tsaki,Real,Religion,freedom radio
SHFN2583,Kwamitin zaman lafiya ta fara karatun wayar da kai ga matasa a Azare bayan taron shekara shekara bayan tattaunawa da masu ruwa da tsaki,kwamitin zaman lafiya ta fara karatun wayar da kai ga matasa a azare bayan taron shekara shekara bayan tattaunawa da masu ruwa da tsaki,Real,Religion,freedom radio
SHFN2584,Kungiyar matasa ta shirya karatun wayar da kai ga matasa a Kebbi bayan hutun karshen shekara domin taimaka wa jama'a,kungiyar matasa ta shirya karatun wayar da kai ga matasa a kebbi bayan hutun karshen shekara domin taimaka wa jama a,Real,Religion,freedom radio
SHFN2585,Kungiyar matasa ta fara gangamin tsaftar muhalli a Jigawa a cikin wannan wata bayan zaman tuntuba,kungiyar matasa ta fara gangamin tsaftar muhalli a jigawa a cikin wannan wata bayan zaman tuntuba,Real,Religion,freedom radio
SHFN2586,Majalisar addini ta sanar da shirin taimakon mabukata a Hadejia bayan taron shekara shekara bayan kammala shirye shirye,majalisar addini ta sanar da shirin taimakon mabukata a hadejia bayan taron shekara shekara bayan kammala shirye shirye,Real,Religion,freedom radio
SHFN2587,Kungiyar mata ta gudanar da gangamin tsaftar muhalli a Hadejia a wannan mako domin taimaka wa jama'a,kungiyar mata ta gudanar da gangamin tsaftar muhalli a hadejia a wannan mako domin taimaka wa jama a,Real,Religion,freedom radio
SHFN2588,Kungiyar masu wa'azi ta gudanar da gangamin tsaftar muhalli a Kaduna a wannan mako a matsayin wani bangare na sabon shiri,kungiyar masu wa azi ta gudanar da gangamin tsaftar muhalli a kaduna a wannan mako a matsayin wani bangare na sabon shiri,Real,Religion,freedom radio
SHFN2589,Kungiyar malamai ta fara shirin taimakon mabukata a Yobe a karshen mako domin inganta ayyuka,kungiyar malamai ta fara shirin taimakon mabukata a yobe a karshen mako domin inganta ayyuka,Real,Religion,freedom radio
SHFN2590,Kungiyar malamai ta gudanar da shirin taimakon mabukata a Gusau a farkon watan Janairu a matsayin wani bangare na sabon shiri,kungiyar malamai ta gudanar da shirin taimakon mabukata a gusau a farkon watan janairu a matsayin wani bangare na sabon shiri,Real,Religion,freedom radio
SHFN2591,Kungiyar mata ta gudanar da karatun wayar da kai ga matasa a Zamfara a cikin wannan wata bayan kammala shirye shirye,kungiyar mata ta gudanar da karatun wayar da kai ga matasa a zamfara a cikin wannan wata bayan kammala shirye shirye,Real,Religion,freedom radio
SHFN2592,Kungiyar matasa ta fara karatun wayar da kai ga matasa a Kaduna a cikin wannan wata domin kara wayar da kai,kungiyar matasa ta fara karatun wayar da kai ga matasa a kaduna a cikin wannan wata domin kara wayar da kai,Real,Religion,freedom radio
SHFN2593,Kungiyar mata ta sanar da karatun wayar da kai ga matasa a Kano a cikin wannan wata bayan tattaunawa da masu ruwa da tsaki,kungiyar mata ta sanar da karatun wayar da kai ga matasa a kano a cikin wannan wata bayan tattaunawa da masu ruwa da tsaki,Real,Religion,freedom radio
SHFN2594,Kungiyar matasa ta fara taron hadin kan al'umma a Adamawa a wannan kakar bayan zaman tuntuba,kungiyar matasa ta fara taron hadin kan al umma a adamawa a wannan kakar bayan zaman tuntuba,Real,Religion,freedom radio
SHFN2595,Majalisar addini ta fara karatun wayar da kai ga matasa a Kebbi bayan taron shekara shekara bayan kammala shirye shirye,majalisar addini ta fara karatun wayar da kai ga matasa a kebbi bayan taron shekara shekara bayan kammala shirye shirye,Real,Religion,freedom radio
SHFN2596,Kungiyar mata ta shirya karatun wayar da kai ga matasa a Adamawa a cikin wannan wata domin taimaka wa jama'a,kungiyar mata ta shirya karatun wayar da kai ga matasa a adamawa a cikin wannan wata domin taimaka wa jama a,Real,Religion,freedom radio
SHFN2597,Kungiyar mata ta shirya taron hadin kan al'umma a Yobe a wannan kakar a matsayin wani bangare na sabon shiri,kungiyar mata ta shirya taron hadin kan al umma a yobe a wannan kakar a matsayin wani bangare na sabon shiri,Real,Religion,freedom radio
SHFN2598,Kungiyar malamai ta sanar da shirin taimakon mabukata a Yobe a ranar Litinin bayan tattaunawa da masu ruwa da tsaki,kungiyar malamai ta sanar da shirin taimakon mabukata a yobe a ranar litinin bayan tattaunawa da masu ruwa da tsaki,Real,Religion,freedom radio
SHFN2599,Majalisar addini ta shirya karatun wayar da kai ga matasa a Adamawa a wannan mako domin taimaka wa jama'a,majalisar addini ta shirya karatun wayar da kai ga matasa a adamawa a wannan mako domin taimaka wa jama a,Real,Religion,freedom radio
SHFN2600,Majalisar addini ta shirya shirin taimakon mabukata a Adamawa a ranar Litinin domin inganta ayyuka,majalisar addini ta shirya shirin taimakon mabukata a adamawa a ranar litinin domin inganta ayyuka,Real,Religion,freedom radio
SHFN2601,Kungiyar mata ta sanar da taron tattauna ilimin yara a Zamfara a cikin wannan wata domin saukaka wa al'umma,kungiyar mata ta sanar da taron tattauna ilimin yara a zamfara a cikin wannan wata domin saukaka wa al umma,Real,Religion,freedom radio
SHFN2602,Kungiyar mata ta shirya taron tattauna ilimin yara a Adamawa a ranar Litinin bayan zaman tuntuba,kungiyar mata ta shirya taron tattauna ilimin yara a adamawa a ranar litinin bayan zaman tuntuba,Real,Religion,freedom radio
SHFN2603,Kungiyar mata ta sanar da taron tattauna zaman lafiya a Abuja gabanin damina domin inganta ayyuka,kungiyar mata ta sanar da taron tattauna zaman lafiya a abuja gabanin damina domin inganta ayyuka,Real,Religion,freedom radio
SHFN2604,Kungiyar masu wa'azi ta fara shirin taimakon mabukata a Daura a cikin wannan wata domin taimaka wa jama'a,kungiyar masu wa azi ta fara shirin taimakon mabukata a daura a cikin wannan wata domin taimaka wa jama a,Real,Religion,freedom radio
SHFN2605,Kwamitin zaman lafiya ta shirya taron hadin kan al'umma a Kaduna a makon farko na shekara bayan zaman tuntuba,kwamitin zaman lafiya ta shirya taron hadin kan al umma a kaduna a makon farko na shekara bayan zaman tuntuba,Real,Religion,freedom radio
SHFN2606,Majalisar addini ta fara taron hadin kan al'umma a Abuja a wannan kakar domin kara wayar da kai,majalisar addini ta fara taron hadin kan al umma a abuja a wannan kakar domin kara wayar da kai,Real,Religion,freedom radio
SHFN2607,Kungiyar mata ta gudanar da gangamin tsaftar muhalli a Adamawa a ranar Litinin bayan zaman tuntuba,kungiyar mata ta gudanar da gangamin tsaftar muhalli a adamawa a ranar litinin bayan zaman tuntuba,Real,Religion,freedom radio
SHFN2608,Kungiyar masu wa'azi ta sanar da karatun wayar da kai ga matasa a Minna bayan hutun karshen shekara bayan tattaunawa da masu ruwa da tsaki,kungiyar masu wa azi ta sanar da karatun wayar da kai ga matasa a minna bayan hutun karshen shekara bayan tattaunawa da masu ruwa da tsaki,Real,Religion,freedom radio
SHFN2609,Kungiyar mata ta sanar da karatun wayar da kai ga matasa a Kano nan da kwanaki kadan a matsayin wani bangare na sabon shiri,kungiyar mata ta sanar da karatun wayar da kai ga matasa a kano nan da kwanaki kadan a matsayin wani bangare na sabon shiri,Real,Religion,freedom radio
SHFN2610,Kungiyar masu wa'azi ta fara gangamin tsaftar muhalli a Borno a wannan kakar domin taimaka wa jama'a,kungiyar masu wa azi ta fara gangamin tsaftar muhalli a borno a wannan kakar domin taimaka wa jama a,Real,Religion,freedom radio
SHFN2611,Kwamitin zaman lafiya ta shirya taron hadin kan al'umma a Gusau nan da kwanaki kadan bayan zaman tuntuba,kwamitin zaman lafiya ta shirya taron hadin kan al umma a gusau nan da kwanaki kadan bayan zaman tuntuba,Real,Religion,freedom radio
SHFN2612,Kwamitin zaman lafiya ta fara taron hadin kan al'umma a Gombe a cikin wannan wata domin saukaka wa al'umma,kwamitin zaman lafiya ta fara taron hadin kan al umma a gombe a cikin wannan wata domin saukaka wa al umma,Real,Religion,freedom radio
SHFN2613,Kungiyar matasa ta sanar da taron hadin kan al'umma a Adamawa a ranar Juma'a bayan kammala shirye shirye,kungiyar matasa ta sanar da taron hadin kan al umma a adamawa a ranar juma a bayan kammala shirye shirye,Real,Religion,freedom radio
SHFN2614,Kungiyar mata ta gudanar da gangamin tsaftar muhalli a Azare bayan hutun karshen shekara a matsayin wani bangare na sabon shiri,kungiyar mata ta gudanar da gangamin tsaftar muhalli a azare bayan hutun karshen shekara a matsayin wani bangare na sabon shiri,Real,Religion,freedom radio
